	leiden_v1_r0.5	leiden_v2_r0.7	celltype1	celltype2	manual_annotation
ndnf	1	0	lateral_plate_mesoderm	spinal_cord	unassigned
slc31a2	2	6	hatching_gland	enteric_neurons	unassigned
rpgra	4	7	hemangioblasts	hematopoietic_vasculature	unassigned
si:ch211-243g18.2	2	6	hatching_gland	notochord	unassigned
opn8b	4	7	hemangioblasts	hematopoietic_vasculature	unassigned
zgc:103510	7	8	hatching_gland	endocrine_pancreas	unassigned
cacna1sb	6	5	muscle	tail_bud	unassigned
nid1b	3	4	lateral_plate_mesoderm	pharyngeal_arches	unassigned
wipf3	4	7	hematopoietic_vasculature	hemangioblasts	unassigned
mef2b	9	12	notochord	neural_optic	unassigned
cfl1	1	11	hematopoietic_vasculature	heart_myocardium	unassigned
skila	1	0	hemangioblasts	hatching_gland	unassigned
si:dkey-178e17.3	0	2	spinal_cord	differentiating_neurons	unassigned
adam12	4	7	hematopoietic_vasculature	hemangioblasts	unassigned
arhgef10la	0	2	neurons	hindbrain	unassigned
frem3	6	5	muscle	epidermis	unassigned
mcf2a	2	6	hatching_gland	endocrine_pancreas	unassigned
loxl1	8	10	notochord	muscle	unassigned
fam184a	3	4	tail_bud	enteric_neurons	unassigned
tnnt3a	4	2	fast_muscle	muscle	unassigned
apoa2	1	0	endoderm	endocrine_pancreas	unassigned
s100a10b	0	2	epidermis	lateral_plate_mesoderm	unassigned
si:ch211-14k19.8	4	7	hematopoietic_vasculature	hemangioblasts	unassigned
pof1b	2	6	hatching_gland	endocrine_pancreas	unassigned
tbx15	5	3	pharyngeal_arches	lateral_plate_mesoderm	unassigned
rph3ab	0	1	differentiating_neurons	enteric_neurons	unassigned
ptprub	1	0	endocrine_pancreas	optic_cup	unassigned
CABZ01079192.1	6	5	somites	muscle	unassigned
dennd2b	0	2	lateral_plate_mesoderm	pharyngeal_arches	unassigned
rap1b	1	0	hematopoietic_vasculature	notochord	unassigned
peli1a	2	6	hatching_gland	floor_plate	unassigned
mxd1	2	6	hatching_gland	muscle	unassigned
si:ch211-161n3.5	7	8	hematopoietic_vasculature	pharyngeal_arches	unassigned
SLC15A5	8	10	notochord	endoderm	unassigned
pth2ra	5	3	endoderm	epidermis	unassigned
dhrs3b	3	4	notochord	tail_bud	unassigned
spns3	7	8	hematopoietic_vasculature	hemangioblasts	unassigned
si:dkey-42p14.6	7	8	hemangioblasts	pronephros	unassigned
snai2	5	3	epidermis	notochord	unassigned
trabd2b	5	3	heart_myocardium	endocrine_pancreas	unassigned
si:ch211-236l14.4	0	1	epidermis	tail_bud	unassigned
mthfd1l	1	0	pharyngeal_arches	pronephros	unassigned
zgc:165481	7	8	PSM	fast_muscle	unassigned
nedd4a	1	0	epidermis	muscle	unassigned
ephb2a	0	1	enteric_neurons	optic_cup	unassigned
nrap	6	5	pharyngeal_arches	muscle	unassigned
fut8a	1	0	hematopoietic_vasculature	hemangioblasts	unassigned
rprma	5	9	enteric_neurons	differentiating_neurons	unassigned
igfbp2b	0	1	epidermis	enteric_neurons	unassigned
dok6	1	0	hindbrain	hematopoietic_vasculature	unassigned
si:dkey-262k9.2	2	9	epidermis	enteric_neurons	unassigned
kctd15a	1	4	epidermis	neural_crest	unassigned
edn1	0	2	spinal_cord	lateral_plate_mesoderm	unassigned
dnd1	9	12	pronephros	differentiating_neurons	unassigned
col4a1	6	5	somites	fast_muscle	unassigned
angpt1	5	3	pharyngeal_arches	endocrine_pancreas	unassigned
adamts3	1	0	spinal_cord	somites	unassigned
adamtsl5	2	9	epidermis	neural	unassigned
thbs2a	3	4	NMPs	tail_bud	unassigned
slc4a4a	1	0	hatching_gland	hematopoietic_vasculature	unassigned
fsta	1	0	pharyngeal_arches	somites	unassigned
tcf7l2	1	0	neural_optic	neural_telencephalon	unassigned
hpn	2	9	epidermis	endocrine_pancreas	unassigned
hivep3b	2	6	hatching_gland	notochord	unassigned
gp9	4	7	hemangioblasts	notochord	unassigned
frmd5	6	5	muscle	fast_muscle	unassigned
mespaa	3	4	PSM	muscle	unassigned
f3a	5	3	endocrine_pancreas	heart_myocardium	unassigned
spink4	7	6	hatching_gland	endocrine_pancreas	unassigned
or102-5	8	10	NMPs	hindbrain	unassigned
lim2.1	0	2	hindbrain	neural_posterior	unassigned
rasgef1ba	1	0	somites	lateral_plate_mesoderm	unassigned
tnni2a.4	4	2	enteric_neurons	epidermis	unassigned
lbx2	3	4	PSM	tail_bud	unassigned
mthfsd	1	0	hemangioblasts	neural	unassigned
calb2b	0	1	differentiating_neurons	enteric_neurons	unassigned
mxi1	0	2	differentiating_neurons	notochord	unassigned
mycn	1	11	optic_cup	neurons	unassigned
cacng8b	0	1	enteric_neurons	NMPs	unassigned
iqsec3a	0	1	differentiating_neurons	enteric_neurons	unassigned
six4b	3	4	fast_muscle	endocrine_pancreas	unassigned
lrch4	1	2	neurons	neural_posterior	unassigned
cxcr4b	1	0	enteric_neurons	differentiating_neurons	unassigned
pdzrn4	0	1	differentiating_neurons	notochord	unassigned
slc4a4b	1	0	endocrine_pancreas	hematopoietic_vasculature	unassigned
cyp26b1	0	2	neural_floor_plate	hindbrain	unassigned
si:ch1073-459j12.1	5	3	heart_myocardium	pronephros	unassigned
padi2	2	9	epidermis	muscle	unassigned
ctdp1	1	0	hindbrain	neurons	unassigned
hoxb5a	3	4	spinal_cord	tail_bud	unassigned
rhbdf1b	5	3	hemangioblasts	pharyngeal_arches	unassigned
macf1a	1	0	NMPs	tail_bud	unassigned
pdlim5b	5	3	muscle	pharyngeal_arches	unassigned
scn8aa	0	1	enteric_neurons	differentiating_neurons	unassigned
col2a1a	5	3	endocrine_pancreas	notochord	unassigned
fbxw7	1	0	NMPs	tail_bud	unassigned
id3	1	0	hatching_gland	neural_telencephalon	unassigned
nwd2	0	1	hatching_gland	differentiating_neurons	unassigned
ankrd44	1	0	endoderm	hematopoietic_vasculature	unassigned
dusp4	1	4	neural_posterior	NMPs	unassigned
ebf3a.1	0	1	enteric_neurons	lateral_plate_mesoderm	unassigned
syt9b	0	1	neural	optic_cup	unassigned
c4b	0	2	neural_floor_plate	neural_posterior	unassigned
sema4c	1	0	notochord	differentiating_neurons	unassigned
dedd1	1	0	hatching_gland	neural	unassigned
fosaa	0	1	differentiating_neurons	neural_posterior	unassigned
sun1	1	0	epidermis	spinal_cord	unassigned
gpr183a	4	2	hematopoietic_vasculature	muscle	unassigned
rgs9b	3	4	tail_bud	PSM	unassigned
iqgap2	5	3	hematopoietic_vasculature	endocrine_pancreas	unassigned
pmela	0	2	neural_crest	optic_cup	unassigned
myofl	4	1	epidermis	somites	unassigned
myl1	6	5	fast_muscle	muscle	unassigned
stx1b	0	1	differentiating_neurons	enteric_neurons	unassigned
efna2a	1	2	midbrain_hindbrain_boundary	floor_plate	unassigned
si:dkey-106n21.1	3	4	tail_bud	PSM	unassigned
mfsd6b	8	10	notochord	hatching_gland	unassigned
myo5c	2	6	hatching_gland	enteric_neurons	unassigned
ndrg3a	1	0	endoderm	endocrine_pancreas	unassigned
blvrb	4	2	hemangioblasts	hatching_gland	unassigned
wnt10b	0	2	midbrain_hindbrain_boundary	neurons	unassigned
camk2d1	2	6	hatching_gland	epidermis	unassigned
rgs2	2	6	hatching_gland	muscle	unassigned
ppp1r3ab	6	5	lateral_plate_mesoderm	muscle	unassigned
wdr17	0	1	differentiating_neurons	enteric_neurons	unassigned
CABZ01030278.1	7	8	hemangioblasts	hematopoietic_vasculature	unassigned
fryb	0	0	notochord	differentiating_neurons	unassigned
sele	4	7	hematopoietic_vasculature	pronephros	unassigned
rapgef4	2	6	notochord	hatching_gland	unassigned
atp1a1b	0	2	notochord	NMPs	unassigned
map3k15	2	9	epidermis	hematopoietic_vasculature	unassigned
tbx2b	1	0	optic_cup	neural_telencephalon	unassigned
actc1a	6	5	muscle	PSM	unassigned
grin2db	6	5	muscle	neural_optic	unassigned
foxh1	3	4	heart_myocardium	notochord	unassigned
krt91	1	0	hatching_gland	epidermis	unassigned
pfkpa	2	6	hatching_gland	muscle	unassigned
foxc1b	3	4	PSM	pharyngeal_arches	unassigned
bbc3	1	0	notochord	spinal_cord	unassigned
p4ha1b	5	3	notochord	hematopoietic_vasculature	unassigned
cntn3b	0	1	notochord	differentiating_neurons	unassigned
znfl1i	3	4	PSM	muscle	unassigned
crim1	5	3	notochord	lateral_plate_mesoderm	unassigned
adra1ba	0	3	notochord	lateral_plate_mesoderm	unassigned
obsl1a	6	5	muscle	fast_muscle	unassigned
eno1a	6	5	fast_muscle	muscle	unassigned
gria3a	0	1	heart_myocardium	endocrine_pancreas	unassigned
GADD45G	0	1	enteric_neurons	differentiating_neurons	unassigned
tspan9a	6	5	muscle	fast_muscle	unassigned
dlg1l	1	0	notochord	NMPs	unassigned
rsph9	2	6	hatching_gland	floor_plate	unassigned
ephb2b	0	2	optic_cup	lateral_plate_mesoderm	unassigned
gfi1ab	9	12	hematopoietic_vasculature	enteric_neurons	unassigned
hhip	1	0	muscle	neural_telencephalon	unassigned
SLC4A5.1	7	13	pronephros	neural_crest	unassigned
nkx2.2a	0	2	neural_telencephalon	floor_plate	unassigned
tfap2e	4	2	neurons	neural_floor_plate	unassigned
olfm1a	0	1	enteric_neurons	differentiating_neurons	unassigned
hoxc13b	0	2	NMPs	hematopoietic_vasculature	unassigned
lhx1a	8	10	notochord	differentiating_neurons	unassigned
frmpd3	5	3	notochord	neural_floor_plate	unassigned
si:zfos-464b6.2	4	7	hemangioblasts	hematopoietic_vasculature	unassigned
hoxa11b	3	4	tail_bud	NMPs	unassigned
kcnj3b	7	8	muscle	hemangioblasts	unassigned
myhz1.2	4	2	fast_muscle	hematopoietic_vasculature	unassigned
ccbe1	5	3	lateral_plate_mesoderm	endoderm	unassigned
micu3b	0	1	endocrine_pancreas	hatching_gland	unassigned
dyrk4	2	6	hatching_gland	heart_myocardium	unassigned
LO016987.2	3	4	tail_bud	PSM	unassigned
traf4a	1	0	enteric_neurons	optic_cup	unassigned
cited4b	1	0	hatching_gland	hemangioblasts	unassigned
glra4a	5	3	hemangioblasts	lateral_plate_mesoderm	unassigned
si:dkey-34f9.3	7	8	neural_telencephalon	neural_optic	unassigned
zgc:194007	7	8	neural	muscle	unassigned
mgat1b	3	4	NMPs	PSM	unassigned
fam131bb	0	1	lateral_plate_mesoderm	differentiating_neurons	unassigned
ttll10	2	6	hatching_gland	pronephros	unassigned
myo5aa	0	1	differentiating_neurons	enteric_neurons	unassigned
myom1a	6	5	endocrine_pancreas	muscle	unassigned
mmp17a	0	1	differentiating_neurons	enteric_neurons	unassigned
apnl	7	8	PSM	hindbrain	unassigned
tpm2	1	0	muscle	PSM	unassigned
timp2b	1	8	hindbrain	muscle	unassigned
slc12a7b	1	5	NMPs	enteric_neurons	unassigned
zdhhc8b	1	0	muscle	fast_muscle	unassigned
cobll1b	2	6	hatching_gland	floor_plate	unassigned
si:ch211-225b11.1	4	7	hemangioblasts	enteric_neurons	unassigned
shhb	7	8	neural_telencephalon	floor_plate	unassigned
sulf2b	0	2	neural_posterior	neural_floor_plate	unassigned
si:dkey-1c11.1	0	3	enteric_neurons	NMPs	unassigned
grm5a	0	1	PSM	enteric_neurons	unassigned
obsl1b	6	5	muscle	fast_muscle	unassigned
rflnb	3	4	tail_bud	NMPs	unassigned
abcb10	4	7	hemangioblasts	hatching_gland	unassigned
ihhb	8	10	notochord	hematopoietic_vasculature	unassigned
ell2	1	0	hatching_gland	hemangioblasts	unassigned
tctex1d1	7	13	floor_plate	neural_telencephalon	unassigned
tnfrsf19	1	0	spinal_cord	enteric_neurons	unassigned
wnt9a	2	9	epidermis	hatching_gland	unassigned
efna1a	1	0	heart_myocardium	neural	unassigned
flvcr1	3	4	neural_posterior	neurons	unassigned
scube2	0	2	neural_posterior	neural_floor_plate	unassigned
jun	5	3	endoderm	endocrine_pancreas	unassigned
fam189a1	0	2	neural_floor_plate	differentiating_neurons	unassigned
tnikb	1	0	epidermis	midbrain_hindbrain_boundary	unassigned
krt92	3	4	epidermis	endoderm	unassigned
cngb1b	7	8	hatching_gland	fast_muscle	unassigned
trim63a	6	5	muscle	notochord	unassigned
ahcyl1	2	6	hatching_gland	pronephros	unassigned
CU457819.2	7	8	hematopoietic_vasculature	somites	left_bottom
MFAP4.3	4	2	enteric_neurons	notochord	unassigned
stat5a	6	5	muscle	fast_muscle	unassigned
trps1	1	0	PSM	tail_bud	unassigned
zgc:174938	2	9	epidermis	neural	unassigned
pcloa	0	1	enteric_neurons	differentiating_neurons	unassigned
tmed1a	6	5	muscle	fast_muscle	unassigned
fosl2	2	6	epidermis	hatching_gland	unassigned
mpp3a	0	1	differentiating_neurons	neural_telencephalon	unassigned
sgk2a	2	9	endocrine_pancreas	endoderm	unassigned
ext1b	1	0	tail_bud	PSM	unassigned
efnb2a	1	0	somites	pharyngeal_arches	unassigned
rfx4	0	2	neurons	hindbrain	unassigned
cica	1	0	hatching_gland	enteric_neurons	unassigned
esrp2	2	6	hatching_gland	epidermis	unassigned
igsf9bb	5	3	heart_myocardium	pronephros	unassigned
bcl6b	4	7	hindbrain	neural_floor_plate	unassigned
cacnb4a	0	2	neural_floor_plate	heart_myocardium	unassigned
msx1b	1	11	neural	neurons	unassigned
trdn	6	5	fast_muscle	muscle	unassigned
klhl4	4	7	hematopoietic_vasculature	hemangioblasts	unassigned
tspan17	0	2	spinal_cord	floor_plate	unassigned
trim46b	0	1	differentiating_neurons	enteric_neurons	unassigned
CR847571.2	3	4	heart_myocardium	pronephros	unassigned
sytl1	2	6	hatching_gland	notochord	unassigned
hyal2b	3	4	neural_posterior	neural	unassigned
col19a1.1	6	5	muscle	fast_muscle	unassigned
nectin1b	1	0	somites	fast_muscle	unassigned
si:dkey-285b23.4	2	6	hematopoietic_vasculature	neural_telencephalon	unassigned
rpl13a	1	11	hemangioblasts	somites	unassigned
crb2a	0	2	heart_myocardium	neural_optic	unassigned
pax3a	0	2	neurons	neural_crest	unassigned
zeb2a	1	0	hindbrain	neural_crest	unassigned
gabra5	7	8	hindbrain	differentiating_neurons	unassigned
pvalb2	4	2	hematopoietic_vasculature	notochord	unassigned
SRL	6	5	muscle	fast_muscle	unassigned
slc1a3a	0	2	neurons	neural_crest	unassigned
cyp26a1	3	4	NMPs	tail_bud	unassigned
qkib	0	2	neural_posterior	neural_floor_plate	unassigned
CU695215.3	2	6	muscle	hatching_gland	unassigned
pde4d	3	4	lateral_plate_mesoderm	hematopoietic_vasculature	unassigned
cnnm2b	0	1	neural_telencephalon	optic_cup	unassigned
si:ch73-335l21.1	1	0	PSM	fast_muscle	unassigned
rai1	0	1	enteric_neurons	hatching_gland	unassigned
itgb6	6	5	fast_muscle	somites	unassigned
tnfb	7	8	epidermis	enteric_neurons	unassigned
myh7ba	6	5	muscle	fast_muscle	unassigned
CU638714.1	1	8	hindbrain	enteric_neurons	unassigned
si:dkey-6f10.3	1	0	neural_posterior	hematopoietic_vasculature	unassigned
musk	6	5	muscle	fast_muscle	unassigned
mybpc2b	6	5	muscle	fast_muscle	unassigned
ADAM12	5	3	somites	pharyngeal_arches	unassigned
gad2	0	1	enteric_neurons	differentiating_neurons	unassigned
fam43a	4	7	hematopoietic_vasculature	hatching_gland	unassigned
si:ch211-186e20.2	7	8	neural_telencephalon	hatching_gland	unassigned
slc30a2	0	1	enteric_neurons	differentiating_neurons	unassigned
asb4	0	1	differentiating_neurons	enteric_neurons	unassigned
grik4	3	4	PSM	tail_bud	unassigned
slc8a1a	5	3	heart_myocardium	neural_posterior	unassigned
zgc:152891	0	1	neural_telencephalon	optic_cup	unassigned
fhod1	2	6	hatching_gland	endocrine_pancreas	unassigned
npr2	1	0	lateral_plate_mesoderm	enteric_neurons	unassigned
gucy2c	2	9	neural_crest	endoderm	unassigned
lypd6b	3	4	endoderm	NMPs	unassigned
tmem88a	5	3	hematopoietic_vasculature	heart_myocardium	unassigned
abcb6a	1	0	hemangioblasts	neural_crest	unassigned
CT583728.24	1	11	spinal_cord	neural_floor_plate	unassigned
sox19b	0	2	midbrain_hindbrain_boundary	neural_optic	unassigned
si:ch211-147m6.1	4	2	hatching_gland	neural_telencephalon	unassigned
abca1b	3	4	PSM	endoderm	unassigned
igsf9a	1	0	neurons	PSM	unassigned
FQ312024.1	1	0	spinal_cord	hindbrain	unassigned
AL935186.11	1	0	enteric_neurons	neurons	unassigned
ephb3a	1	0	lateral_plate_mesoderm	neural_telencephalon	unassigned
ano8a	2	6	hatching_gland	notochord	unassigned
slc17a6a	0	1	differentiating_neurons	enteric_neurons	unassigned
dachb	1	0	differentiating_neurons	enteric_neurons	unassigned
sfmbt2	4	7	endocrine_pancreas	hemangioblasts	unassigned
tm4sf18	4	7	hematopoietic_vasculature	lateral_plate_mesoderm	unassigned
si:ch211-67f13.8	2	9	endocrine_pancreas	hatching_gland	unassigned
or111-6	8	10	enteric_neurons	differentiating_neurons	unassigned
syt3	0	1	hindbrain	enteric_neurons	unassigned
sema5a	3	4	endoderm	lateral_plate_mesoderm	unassigned
sec16b	2	6	hatching_gland	notochord	unassigned
gas2l1	1	0	hatching_gland	endocrine_pancreas	unassigned
fgf18b	6	5	midbrain_hindbrain_boundary	muscle	unassigned
RASSF5	4	7	hematopoietic_vasculature	hemangioblasts	unassigned
tmem178b	0	1	hatching_gland	differentiating_neurons	unassigned
sypb	3	4	PSM	tail_bud	unassigned
si:ch211-198m17.1	0	2	neural_crest	neural	unassigned
ehbp1l1a	4	7	hemangioblasts	hematopoietic_vasculature	unassigned
zgc:174164	2	9	endoderm	endocrine_pancreas	unassigned
dnmt3bb.1	1	0	optic_cup	epidermis	unassigned
dusp2	3	4	neural_floor_plate	hindbrain	unassigned
mnx1	3	4	notochord	endoderm	unassigned
TCIM	4	7	hemangioblasts	endoderm	unassigned
arhgap22	8	10	enteric_neurons	notochord	unassigned
atp11c	1	0	epidermis	PSM	unassigned
mpped2a	1	0	hematopoietic_vasculature	neural_telencephalon	unassigned
trabd2a	0	2	midbrain_hindbrain_boundary	neural_floor_plate	unassigned
parvb	6	5	muscle	notochord	unassigned
hmx3a	0	1	differentiating_neurons	neural_telencephalon	unassigned
FADS6	2	6	hatching_gland	endocrine_pancreas	unassigned
cpne4a	2	8	NMPs	differentiating_neurons	unassigned
hmbsa	4	7	hemangioblasts	NMPs	unassigned
agbl1	6	5	hatching_gland	muscle	unassigned
f3b	5	3	heart_myocardium	pharyngeal_arches	unassigned
si:ch211-209f23.3	0	1	enteric_neurons	differentiating_neurons	unassigned
angptl3	2	9	endocrine_pancreas	endoderm	unassigned
pde6ha	2	6	hatching_gland	endocrine_pancreas	unassigned
insyn1	0	1	neural_telencephalon	differentiating_neurons	unassigned
kdr	4	7	hematopoietic_vasculature	hemangioblasts	unassigned
greb1	1	0	NMPs	tail_bud	unassigned
olfm1b	0	1	enteric_neurons	differentiating_neurons	unassigned
col6a4a	5	3	pronephros	neural	unassigned
fnbp1b	0	1	differentiating_neurons	hatching_gland	unassigned
tead1a	1	0	hindbrain	neural_floor_plate	unassigned
elf1	2	9	endoderm	epidermis	unassigned
tbxtb	3	4	NMPs	notochord	unassigned
ank1a	4	7	floor_plate	hemangioblasts	unassigned
myog	6	5	muscle	fast_muscle	unassigned
zgc:92360	2	9	epidermis	hatching_gland	unassigned
CABZ01078594.1	6	5	muscle	pharyngeal_arches	unassigned
nkx3-1	5	3	somites	pharyngeal_arches	unassigned
plekhg5a	4	7	hematopoietic_vasculature	neural_crest	unassigned
pcdh15a	2	6	hatching_gland	notochord	unassigned
mitfb	2	6	optic_cup	hatching_gland	unassigned
cnpy1	0	2	midbrain_hindbrain_boundary	hatching_gland	unassigned
foxf2a	5	3	lateral_plate_mesoderm	pharyngeal_arches	unassigned
myclb	1	4	enteric_neurons	differentiating_neurons	unassigned
btg1	1	0	hemangioblasts	hematopoietic_vasculature	unassigned
ly75	2	6	hatching_gland	notochord	unassigned
rnd1a	2	6	hatching_gland	hematopoietic_vasculature	unassigned
lrrc75ba	0	1	midbrain_hindbrain_boundary	differentiating_neurons	unassigned
TRIM67	0	1	differentiating_neurons	enteric_neurons	unassigned
adam19b	4	7	hematopoietic_vasculature	enteric_neurons	unassigned
ch25hl1.2	7	8	hindbrain	muscle	unassigned
serpinb1l1	2	6	hatching_gland	neural_posterior	unassigned
ABCC5	8	10	muscle	notochord	unassigned
fat2	3	4	epidermis	somites	unassigned
gdf3	3	4	heart_myocardium	NMPs	unassigned
zgc:194330	2	9	hatching_gland	epidermis	unassigned
drc1	7	13	floor_plate	NMPs	unassigned
alas2	4	7	hemangioblasts	endocrine_pancreas	unassigned
shisal1a	0	1	pronephros	endoderm	unassigned
si:ch73-364h19.1	1	0	hematopoietic_vasculature	optic_cup	unassigned
foxd3	1	11	neural_crest	fast_muscle	unassigned
mdm2	1	0	fast_muscle	hemangioblasts	unassigned
pcdh19	1	0	epidermis	neural_telencephalon	unassigned
atp2b3a	0	1	pharyngeal_arches	differentiating_neurons	unassigned
cdc42ep4b	4	7	enteric_neurons	endoderm	unassigned
asb12b	6	5	muscle	fast_muscle	unassigned
col1a1b	6	2	somites	epidermis	unassigned
si:dkey-172h23.2	3	4	notochord	fast_muscle	unassigned
GRIK2	0	1	differentiating_neurons	hematopoietic_vasculature	unassigned
stox1	3	4	lateral_plate_mesoderm	pharyngeal_arches	unassigned
rcan3	6	5	muscle	endocrine_pancreas	unassigned
hoxc8a	3	4	NMPs	tail_bud	unassigned
tmem163b	8	10	notochord	lateral_plate_mesoderm	unassigned
prkchb	2	9	enteric_neurons	spinal_cord	unassigned
pxdn	1	0	epidermis	neural_crest	unassigned
sik2a	0	3	hatching_gland	endoderm	unassigned
slc7a9	2	9	endoderm	endocrine_pancreas	unassigned
iqch	7	13	differentiating_neurons	neural	unassigned
micu3a	8	10	notochord	tail_bud	unassigned
sfrp5	1	2	neural_telencephalon	optic_cup	unassigned
jarid2b	1	0	hindbrain	neural_floor_plate	unassigned
ctnnal1	1	0	spinal_cord	neurons	unassigned
ccdc85ca	1	2	neurons	heart_myocardium	unassigned
hps5	8	10	notochord	neural_crest	unassigned
lrfn4a	0	1	hatching_gland	enteric_neurons	unassigned
cers3b	2	9	endocrine_pancreas	hatching_gland	unassigned
rab5b	1	0	hemangioblasts	neural_posterior	unassigned
dnah11.1	7	13	spinal_cord	NMPs	unassigned
fbln2	8	10	notochord	endoderm	unassigned
rtn4rl2a	8	10	notochord	endoderm	unassigned
rasal2	1	0	hindbrain	neural_floor_plate	unassigned
h2ax1	1	11	neural_telencephalon	neural_floor_plate	unassigned
palm2akap2.1	5	3	pharyngeal_arches	notochord	unassigned
pcdh1a	3	4	PSM	tail_bud	unassigned
phlda1	0	2	neural_posterior	differentiating_neurons	unassigned
si:ch73-329n5.1	2	9	endocrine_pancreas	epidermis	unassigned
gcnt4a	4	7	hemangioblasts	endocrine_pancreas	unassigned
ugt1b2	7	8	midbrain_hindbrain_boundary	optic_cup	unassigned
tnni1c	6	5	muscle	fast_muscle	unassigned
galn	4	2	tail_bud	PSM	unassigned
etv5a	3	4	NMPs	heart_myocardium	unassigned
hoxa13b	3	4	NMPs	tail_bud	unassigned
or108-2	7	8	endoderm	hemangioblasts	unassigned
neurl1b	4	7	muscle	hemangioblasts	unassigned
plecb	6	5	muscle	epidermis	unassigned
FQ323119.1	8	10	notochord	somites	unassigned
